Date Made Public,Company,State,Type of breach,Type of organization,Total Records,Description of incident,Information Source,Source URL,Year of Breach,Latitude,Longitude,breach_type_gA,breach_type_gB,breach_type_gC,breach_type_gD,region_A,region_B,age_of_Law,org_group,records_group,records_index,records_scale,type_scale,org_scale,severity_index1,severity_index2,severity_index3,severity_index4,severity_index5
2009-01-20,Heartland Payment Systems,New Jersey,HACK,BSF,130000000,"After being alerted by Visa and MasterCard of suspicious activity surrounding processed card transactions, the company last week found evidence of malicious software that compromised card data that crossed Heartland's network. This incident may be the result of a global cyberfraud operation. UPDATE (01/26/2009): Heartland Payment Systems has been sued. The lawsuit seeks damages and relief for the inexplicable delay, questionable timing, and inaccuracies concerning the disclosures with regard to the data breach, which is believed to be the largest in U.S. history. UPDATE (02/12/2009): According to BankInfoSecurity.com, the number of financial institutions that have come forward to say they have been contacted by their credit card companies Visa and MasterCard in relation to the breach has jumped from fewer than 50 to more than 200. UPDATE (06/04/2009): While it's hard to get a handle on just how many consumers were affected by the Heartland Payment Systems (HPY) data breach, the total number of institutions now reporting card compromises is at 656. UPDATE (06/16/2009): Heartland lawsuits to be heard in Texas. The Judicial Panel on Multidistrict Litigation in Louisville, KY issued its decision to consolidate the class action suits. The lawsuits will be heard in the Southern District Court of Texas in Houston. Thirty-one separate lawsuits, on behalf of consumers, investors, banks and credit unions, have been filed against Princeton,N.J.-based Heartland. UPDATE (07/06/2009): Heartland Payment Systems successfully completed the first phase of an end-to-end encryption pilot project designed to enhance its security. UPDATE (08/20/2009): Albert Segvec Gonzalez has been indicted by a federal grand jury in New Jersey - along with two unnamed Russian conspirators - on charges of hacking into Heartland Payment Systems, the New Jersey-based card processing company, as well as Hannaford Brothers, 7-Eleven and two unnamed national retailers, according to the indictment unsealed Monday. Gonzalez, a former Secret Service informant, is already awaiting trial over his involvement in the TJX hack.Total records breached: 100 million transactions per month. It is unclear how many account numbers have been compromised, and how many are represented by multiple transactions. The number of records breached is an estimate, subject to revision. UPDATE (08/20/2009): According to the court document, hackers stole more than 130 million credit and debit card numbers from Heartland and Hannaford combined.UPDATE (05/12/2010): The costs to Heartland Payment Systems Inc. from the massive data breach that it disclosed in January 2009 appear to be steadily adding up. Quarterly financial results released by Heartland last week show that the card payment processor has accrued $139.4 million in breach-related expenses. The figure includes a settlement totaling nearly $60 million with Visa, another of about $3.5 million with American Express and more than $26 million in legal fees. That total also includes $42.8 million that Heartland has set aside to fund proposed settlements with several other litigants over the breach. One example of what the fund is set up for is Heartland's offer to settle several consumer class action lawsuits against it for four million. So far, Heartland has recovered about $30 million from insurance companies.UPDATE (06/02/2010): Heartland Payment Systems has made a third settlement deal, this time with MasterCard, related to a massive data breach two years ago at the card payments processor. As part of the deal, Heartland has agreed to pay as much as US$41.1 million to MasterCard issuers that lost money as a result of the data breach. The deal is contingent on financial institutions representing 80 percent of the affected MasterCard accounts accepting the offer by June 25. MasterCard is recommending that issuers accept the offer.UPDATE (09/01/2010): Heartland Payment Systems has agreed to settle with Discover for five million dollars.  Discover will use the money to cover costs of fraud incidents and reissuing cards.UPDATE (09/19/2010): Jerome Abaquin Gonzales is expected to surrender to police and serve jail time for participating in a credit card forgery ring which used information from the Heartland breach.  The information came from the 4.2 million Discover credit card customers who used their cards at Hannaford Brothers.UPDATE (09/22/2010): Thomas Michio Taniguchi was sentenced to prison for his role in the forgery ring in which Jerome Abaquin Gonzales also participated.UPDATE (12/07/2011): Heartland legal representatives were able to successfully argue that most of the claims against Heartland that were filed by nine banks should be dismissed. All but one claim was dismissed.UPDATE (02/12/2012): The nine banks may have had their claims against Heartland dismissed because Heartland reported that sharing a contractual relationship with the banks defeats their appeal. However, the credit-card-issuing banks are arguing that a New Jersey economic loss rule only bars claims for foreseeable economic losses when the parties are in a contractual relationship and does not bar their negligence claim against Heartland.UPDATE (07/25/2013): Five more foreign hackers were charged for their role in stealing information from Heartland Payment Systems, NASDAQ, Dow Jones, JetBlue, and J.C. Penney.",Dataloss DB,,2009,40.348718,-74.659047,Hacker,Outsider,Online,Network,Northeast,Northeast,13,F_regulated,Others,156.33081632038267,10.0,10,9,20.0,19.0,29.0,9.666666666666666,0.3333333333333333
2013-07-26,St. Mary's Bank,New Hampshire,HACK,BSF,115775,"Current and former members may have had their Social Security numbers, transaction records, and other personal information exposed due ot malware that was found on an employee's office computer.  The malware was discovered on May 26 and St. Mary's began mailing letters on July 12.  The malware could have been on up to 23 work stations as early as February.  There has been no evidence of names, Social Security numbers, addresses, account numbers, transaction records, or other sensitive information being accessed by an unauthorized individual so far.",Media,,2013,42.99564,-71.454789,Hacker,Outsider,Online,Network,Northeast,Northeast,12,F_regulated,Others,0.13922461738071004,10.0,10,9,20.0,19.0,29.0,9.666666666666666,0.3333333333333333
2010-06-25,University Hospital,Georgia,PORT,MED,13000,"Two backup tapes containing personal information have gone missing.  The hospital does not suspect theft and does believe that there is a very low probability that the personal information on the tapes can be misused.  However, credit monitoring services are being offered to those who were affected.  The hospital gave up looking for the tapes on May 7th and began notifying patients in late June.  Per phone interview with University Hospital, Social Security number were involved but they are unaware of any financial data involved in this breach.",Dataloss DB,,2010,33.47,-81.975,Others,Mixed,Offline,Local,South,Southeast,14,F_regulated,Others,0.015633081632038266,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-08-02,Clark Memorial Hospital,Indiana,DISC,MED,1087,"A third-party mailing error resulted in the exposure of patient health information.  Billing statements with names, dates of service, insurance information, billing information, and financial status were mailed to incorect addresses.",Media,,2013,38.277570000000004,-85.737185,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.0013071661333865843,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2013-07-31,Rocky Mountain Spine Clinic,Colorado,INSD,MED,532,An employee in the billing department was fired for sending sensitive patient information to their personal email. The incident occurred in June and it does not appear that the email was sent with malicious intent.,Media,,2013,39.536482,-104.89706799999999,Others,Insider,Others,Others,West,West,13,F_regulated,Others,0.0006397538021726429,10.0,7,10,17.0,20.0,27.0,9.0,3.0
2013-07-30,"US Airways, Advanced Data Processing",Arizona,DISC,BSO,40000,"A programming error at Advanced Data Processing (ADP) caused employee names, Social Security numbers, and total taxable W-2 wages for the tax years 2010, 2011, and 2012 to be exposed.  A group of other US Airway employees were able to download the payroll information of their colleagues.  ADP corrected the issue in early May and notified US Airways in early June.",Media,,2013,33.425509999999996,-111.940005,Others,Insider,Others,Network,West,Southwest,13,non_F_regulated,Others,0.04810178963704082,10.0,1,6,11.0,16.0,17.0,5.666666666666667,20.333333333333336
2013-05-28,Godiva,New York,PORT,BSR,2638,"An individual contact Godiva sometime around April 15 and informed them that a flash drive with Godiva employee information had been found.  The information included employee ID numbers, Social Security numbers, dates of birth, phone numbers, resumes, and photos for people who worked at or applied to Godiva sometime prior to August 5, 2010.  The flash drive was once used by an employee with access to human resources data and an investigation revealed that there was nor eason to suspect that the information had been misused.  A total of 2,638 California residents may have been affected. It is not clear how many people were affected nationwide.",Media,,2013,40.712784,-74.005941,Others,Mixed,Offline,Local,Northeast,Northeast,14,non_F_regulated,Others,0.003172313026562842,10.0,7,3,17.0,13.0,20.0,6.666666666666667,12.333333333333334
2012-04-18,California State University San Marcos,California,HACK,EDU,700,"A candidate for student body president was accused of tampering with University computers in order to access student ID numbers and passwords.  The information could have been used to alter election results.  The University isolated and monitored the compromised accounts and rescheduled the election.  The student was arrested in March on suspicion of election fraud, identity theft, and unlawful access to a computer.  The student was released and no chargers were filed.UPDATE (04/20/2012): The student was first arrested after allegedly being caught with a password stealing device at a campus computer.UPDATE (03/22/2013): The student pleaded guilty to wire fraud, access device fraud, and unauthorized use of a computer. He faces between 27 and 33 months in federal custody.UPDATE (08/06/2013): The former student received a one-year sentence and is scheduled for a restitution hearing on August 12.",Dataloss DB,,2012,33.143372,-117.166145,Hacker,Outsider,Online,Network,West,West,16,F_regulated,Others,0.0008417813186482144,10.0,10,8,20.0,18.0,28.0,9.333333333333334,1.3333333333333335
2013-08-08,US Airways Group,Arizona,HACK,BSO,7700,"US Airways customers with Divident Miles accounts may have had their information compromised.  Dates of birth, security question answers, last four digits of credit card numbers, and frequent-flier miles may have been accessed and compromised.UPDATE (08/02/2013): Names, email addresses, and Known Traveler numbers were exposed.  in some cases mileage was stolen from the accessed accounts.",Media,,2013,33.425509999999996,-111.940005,Hacker,Outsider,Online,Network,West,Southwest,13,non_F_regulated,Others,0.009259594505130359,10.0,10,6,20.0,16.0,26.0,8.666666666666666,5.333333333333334
2013-05-24,Sonoma Valley Hospital,California,DISC,MED,1350,"An employee error caused patient information from surgeries to appear on the internet.  Names, dates of service, procedures, surgeons, hospital charges, and names of insurance companies were accidentally uploaded.  The breach occurred on February 14 and was discovered on April 17.  UPDATE (07/10/2013): Surgical services covering information from July 1, 2011 to June 30, 2012 was posted on the Sonoma Valley Hospital website.",PHIPrivacy.net,,2013,38.291859,-122.458036,Others,Insider,Others,Network,West,West,16,F_regulated,Others,0.0016234354002501276,10.0,1,10,11.0,20.0,21.0,7.0,27.0
2013-08-14,"Michigan Department of Community Health, Michigan Cancer Consortium ",Michigan,HACK,MED,49000,"A server for the Michican Cancer Consortium that housed names, Social Security numbers, dates of birth, cancer screening test results, and testing dates was hacked.  The Michigan Department of Community Health claimed that the breach should not fall under strict HIPAA regulations because testing records, rather than medical records, were affected.",Media,,2013,42.732535,-84.55553499999999,Hacker,Outsider,Online,Network,Midwest,Midwest,12,F_regulated,Others,0.058924692305375004,10.0,10,10,20.0,20.0,30.0,10.0,0.0
2011-10-11,Indiana University School of Optometry,Indiana,DISC,MED,757,"Health information stored on a computer server was accidentally made available to the public online between August and September of 2011.  Patients who were seen by a former faculty member of the school were affected because of a configuration error that occurred on August 12.  The issue was discovered on September 9 and had been corrected by September 10.  Patients seen by a certain doctor between January of 2007 and June of 2011 at clinics in Carmel and Indianapolis, Indiana were affected.  Some hospital inpatients seen between August 2007 and August 2008 were also affected.",Media,,2011,39.165325,-86.526386,Others,Insider,Others,Network,Midwest,Midwest,13,F_regulated,Others,0.0009103263688809975,10.0,1,10,11.0,20.0,21.0,7.0,27.0
